breed,age_years,weight_kg,color,gender,a1_adapts_well_to_apartment_living,a2_good_for_novice_owners,a4_tolerates_being_alone,b1_affectionate_with_family,b2_incredibly_kid_friendly_dogs,b3_dog_friendly,c1_amount_of_shedding,c2_drooling_potential,d1_easy_to_train,d5_tendency_to_bark_or_howl,e1_energy_level,e3_exercise_needs,size,age_category,color_category,cluster,cluster_name,is_anomaly,anomaly_score
bull terrier,7,29,Bicolor,Female,4,4,2,5,5,4,3,1,5,1,4,5,medium,adult,mixed,5,smart_active,1,0.10975066302350012
shiba inu,4,29,Black and White,Female,5,4,5,4,3,3,4,1,2,4,4,3,medium,adult,mixed,1,independent_character,1,0.03866640228556284
chesapeake bay retriever,14,5,Black and White,Male,1,1,2,5,3,1,5,3,3,3,5,5,small,senior,mixed,3,large_working,1,0.041604479924655324
border collie,5,50,Tan,Male,2,2,1,5,4,3,3,1,5,2,5,5,large,adult,light,5,smart_active,1,0.12980876058686436
saint bernard,5,13,Cream,Male,3,2,1,5,5,5,4,5,2,1,3,2,small,adult,light,3,large_working,1,0.010965258266183886
bernese mountain dog,12,28,Gray,Male,1,2,1,5,5,3,5,4,4,4,4,3,medium,senior,light,3,large_working,1,0.07387418429489756
whippet,12,6,White,Female,5,3,2,5,5,4,2,1,4,1,5,5,small,senior,light,5,smart_active,1,0.10558414949628958
maltese,6,34,Red,Female,5,5,1,5,3,4,2,1,4,2,3,2,large,adult,unique,2,small_companion,1,0.10626288972640852
miniature schnauzer,1,52,Brown,Female,4,3,5,5,3,3,2,1,5,3,5,5,large,puppy,dark,5,smart_active,1,0.049418521329423815
boston terrier,1,43,Spotted,Male,5,4,3,4,5,5,2,1,4,3,4,4,large,puppy,mixed,5,smart_active,1,0.1022841672540743
cavalier king charles spaniel,14,43,Tan,Female,5,5,1,5,5,5,3,1,4,3,3,4,large,senior,light,2,small_companion,1,0.11561804964437455
great dane,9,49,Black,Male,1,1,1,5,5,5,5,4,5,4,5,5,large,senior,dark,0,family_active,1,0.07166068511527701
yorkshire terrier,12,55,Black and White,Female,5,4,2,4,2,3,2,1,3,3,5,4,large,senior,mixed,1,independent_character,1,0.08596830702228297
miniature schnauzer,7,55,Tricolor,Male,4,3,5,5,3,3,2,1,5,3,5,5,large,adult,mixed,5,smart_active,1,0.049418521329423815
bernese mountain dog,13,22,Brindle,Female,1,2,1,5,5,3,5,4,4,4,4,3,medium,senior,mixed,3,large_working,1,0.07387418429489756
maltese,7,24,Black and Tan,Male,5,5,1,5,3,4,2,1,4,2,3,2,medium,adult,dark,2,small_companion,1,0.10626288972640852
bull terrier,11,30,Red,Female,4,4,2,5,5,4,3,1,5,1,4,5,medium,senior,unique,5,smart_active,1,0.10975066302350012
west highland white terrier,5,10,Gray,Female,4,4,2,5,4,5,4,1,4,4,4,4,small,adult,light,2,small_companion,1,0.11785238860222136
great dane,9,51,Black and White,Female,1,1,1,5,5,5,5,4,5,4,5,5,large,senior,mixed,0,family_active,1,0.07166068511527701
maltese,10,26,Brown,Male,5,5,1,5,3,4,2,1,4,2,3,2,medium,senior,dark,2,small_companion,1,0.10626288972640852
miniature schnauzer,13,39,Sable,Male,4,3,5,5,3,3,2,1,5,3,5,5,large,senior,unique,5,smart_active,1,0.049418521329423815
french bulldog,1,38,Gray,Female,5,5,1,5,4,4,3,1,4,3,3,2,large,puppy,light,2,small_companion,1,0.14241912525877787
airedale terrier,8,43,Red,Male,1,2,2,4,4,4,2,1,4,4,5,5,large,adult,unique,0,family_active,1,0.11990421320075151
cocker spaniel,6,55,White,Male,5,3,1,5,3,4,3,1,5,3,4,3,large,adult,light,2,small_companion,1,0.09819957107015731
samoyed,7,32,Tan,Female,2,2,2,5,5,5,5,2,3,3,5,5,large,adult,light,0,family_active,1,0.10307336763685271
labrador retriever,4,46,Black,Male,1,3,2,5,5,5,5,3,5,4,5,5,large,adult,dark,0,family_active,1,0.11542894055049463
dachshund,14,42,Bicolor,Male,5,4,3,4,5,3,3,1,2,5,3,3,large,senior,mixed,1,independent_character,1,0.09346636634119565
french bulldog,11,54,Gray,Male,5,5,1,5,4,4,3,1,4,3,3,2,large,senior,light,2,small_companion,1,0.14241912525877787
beagle,10,9,Red,Female,4,3,1,5,5,5,3,1,1,5,4,4,small,senior,unique,0,family_active,1,0.04668598771775645
bichon frise,13,24,Red,Female,5,5,1,5,4,4,2,1,5,2,5,3,medium,senior,unique,2,small_companion,1,0.15944015389041594
saint bernard,1,56,Black and Tan,Female,3,2,1,5,5,5,4,5,2,1,3,2,large,puppy,dark,3,large_working,1,0.010965258266183886
beagle,5,38,Black and Tan,Male,4,3,1,5,5,5,3,1,1,5,4,4,large,adult,dark,0,family_active,1,0.04668598771775645
cocker spaniel,3,26,Spotted,Male,5,3,1,5,3,4,3,1,5,3,4,3,medium,puppy,mixed,2,small_companion,1,0.09819957107015731
akita,2,9,Black and White,Female,2,2,1,5,1,1,5,5,2,5,4,4,small,puppy,mixed,3,large_working,-1,-0.00886127305314277
whippet,13,56,Brown,Female,5,3,2,5,5,4,2,1,4,1,5,5,large,senior,dark,5,smart_active,1,0.10558414949628958
whippet,11,30,Cream,Female,5,3,2,5,5,4,2,1,4,1,5,5,medium,senior,light,5,smart_active,1,0.10558414949628958
bloodhound,8,56,Tricolor,Female,1,2,2,5,5,5,4,5,3,4,5,5,large,adult,mixed,0,family_active,1,0.08520155191862566
boston terrier,2,12,Tan,Male,5,4,3,4,5,5,2,1,4,3,4,4,small,puppy,light,5,smart_active,1,0.1022841672540743
alaskan malamute,13,41,Brindle,Male,1,1,1,4,3,2,5,1,4,5,5,5,large,senior,mixed,3,large_working,1,0.05178362947380133
labrador retriever,1,56,Blue,Female,1,3,2,5,5,5,5,3,5,4,5,5,large,puppy,unique,0,family_active,1,0.11542894055049463
weimaraner,3,36,Tricolor,Female,1,2,1,5,4,3,4,4,4,2,5,5,large,puppy,mixed,3,large_working,1,0.10893677592658224
samoyed,8,52,Black and White,Female,2,2,2,5,5,5,5,2,3,3,5,5,large,adult,mixed,0,family_active,1,0.10307336763685271
belgian malinois,9,7,Black and White,Male,1,3,3,5,4,2,2,1,5,2,5,5,small,senior,mixed,5,smart_active,1,0.056851380059695145
golden retriever,11,30,Brown,Male,2,3,1,5,5,5,5,4,5,3,5,5,medium,senior,dark,0,family_active,1,0.08528781558879694
chesapeake bay retriever,9,17,Bicolor,Male,1,1,2,5,3,1,5,3,3,3,5,5,medium,senior,mixed,3,large_working,1,0.041604479924655324
siberian husky,14,57,Tricolor,Female,2,1,1,5,5,5,3,3,2,5,5,5,large,senior,mixed,0,family_active,1,0.05060466007524855
australian shepherd,1,10,Sable,Male,1,2,2,5,4,5,3,1,5,4,5,5,small,puppy,unique,0,family_active,1,0.11734127630666924
chesapeake bay retriever,7,40,Tan,Male,1,1,2,5,3,1,5,3,3,3,5,5,large,adult,light,3,large_working,1,0.041604479924655324
havanese,6,35,Black,Male,5,5,1,5,4,5,2,1,5,2,3,3,large,adult,dark,2,small_companion,1,0.12281828254349136
siberian husky,5,57,Spotted,Male,2,1,1,5,5,5,3,3,2,5,5,5,large,adult,mixed,0,family_active,1,0.05060466007524855
poodle,8,57,Spotted,Female,5,5,1,5,5,4,1,1,5,2,4,4,large,adult,mixed,2,small_companion,1,0.09188535307053725
bloodhound,5,14,Brindle,Female,1,2,2,5,5,5,4,5,3,4,5,5,small,adult,mixed,0,family_active,1,0.08520155191862566
german shepherd dog,1,54,Black and Tan,Male,3,2,2,5,5,2,5,1,5,4,5,5,large,puppy,dark,3,large_working,1,0.08877452506852401
dachshund,7,56,Black,Female,5,4,3,4,5,3,3,1,2,5,3,3,large,adult,dark,1,independent_character,1,0.09346636634119565
beagle,11,22,Gray,Female,4,3,1,5,5,5,3,1,1,5,4,4,medium,senior,light,0,family_active,1,0.04668598771775645
beagle,5,34,Tan,Female,4,3,1,5,5,5,3,1,1,5,4,4,large,adult,light,0,family_active,1,0.04668598771775645
bloodhound,7,16,Blue,Male,1,2,2,5,5,5,4,5,3,4,5,5,medium,adult,unique,0,family_active,1,0.08520155191862566
bloodhound,5,39,Merle,Male,1,2,2,5,5,5,4,5,3,4,5,5,large,adult,unique,0,family_active,1,0.08520155191862566
pembroke welsh corgi,1,48,Red,Male,4,4,3,5,4,3,5,1,5,2,4,4,large,puppy,unique,5,smart_active,1,0.11917582392484138
whippet,3,48,Black,Female,5,3,2,5,5,4,2,1,4,1,5,5,large,puppy,dark,5,smart_active,1,0.10558414949628958
shetland sheepdog,9,38,Tan,Male,2,3,2,5,5,4,5,1,5,1,4,4,large,senior,light,5,smart_active,1,0.09560358723404627
whippet,12,33,Bicolor,Female,5,3,2,5,5,4,2,1,4,1,5,5,large,senior,mixed,5,smart_active,1,0.10558414949628958
whippet,8,27,Black and Tan,Female,5,3,2,5,5,4,2,1,4,1,5,5,medium,adult,dark,5,smart_active,1,0.10558414949628958
chinese shar-pei,9,30,Merle,Male,4,2,4,2,2,1,5,2,3,5,2,3,medium,senior,unique,1,independent_character,1,0.03603625785343145
golden retriever,11,32,White,Female,2,3,1,5,5,5,5,4,5,3,5,5,large,senior,light,0,family_active,1,0.08528781558879694
siberian husky,7,22,Brindle,Male,2,1,1,5,5,5,3,3,2,5,5,5,medium,adult,mixed,0,family_active,1,0.05060466007524855
pekingese,5,38,White,Female,5,4,3,5,2,2,4,1,3,4,2,2,large,adult,light,1,independent_character,1,0.08882974922564046
boxer,5,38,Cream,Male,4,3,1,5,4,3,4,2,4,3,5,5,large,adult,light,3,large_working,1,0.13011879791857717
chinese shar-pei,10,57,Sable,Female,4,2,4,2,2,1,5,2,3,5,2,3,large,senior,unique,1,independent_character,1,0.03603625785343145
yorkshire terrier,9,30,Tricolor,Female,5,4,2,4,2,3,2,1,3,3,5,4,medium,senior,mixed,1,independent_character,1,0.08596830702228297
poodle,5,25,Brindle,Female,5,5,1,5,5,4,1,1,5,2,4,4,medium,adult,mixed,2,small_companion,1,0.09188535307053725
papillon,12,12,Blue,Male,5,5,1,5,3,4,2,1,5,2,4,5,small,senior,unique,2,small_companion,1,0.08890602129631608
dogo argentino,13,5,Black and White,Male,1,1,2,4,2,2,1,3,2,2,4,4,small,senior,mixed,3,large_working,1,0.0
alaskan malamute,6,17,Brindle,Female,1,1,1,4,3,2,5,1,4,5,5,5,medium,adult,mixed,3,large_working,1,0.05178362947380133
german shepherd dog,14,54,Tricolor,Male,3,2,2,5,5,2,5,1,5,4,5,5,large,senior,mixed,3,large_working,1,0.08877452506852401
alaskan malamute,4,12,Black and White,Female,1,1,1,4,3,2,5,1,4,5,5,5,small,adult,mixed,3,large_working,1,0.05178362947380133
australian shepherd,5,49,Red,Female,1,2,2,5,4,5,3,1,5,4,5,5,large,adult,unique,0,family_active,1,0.11734127630666924
siberian husky,13,28,Brown,Male,2,1,1,5,5,5,3,3,2,5,5,5,medium,senior,dark,0,family_active,1,0.05060466007524855
jack russell terrier,11,43,Tricolor,Male,3,2,3,5,4,5,3,1,4,4,5,5,large,senior,mixed,0,family_active,1,0.09907175259749268
siberian husky,13,7,Sable,Male,2,1,1,5,5,5,3,3,2,5,5,5,small,senior,unique,0,family_active,1,0.05060466007524855
shetland sheepdog,12,14,Sable,Female,2,3,2,5,5,4,5,1,5,1,4,4,small,senior,unique,5,smart_active,1,0.09560358723404627
miniature schnauzer,3,35,Brindle,Female,4,3,5,5,3,3,2,1,5,3,5,5,large,puppy,mixed,5,smart_active,1,0.049418521329423815
bernese mountain dog,13,55,Sable,Male,1,2,1,5,5,3,5,4,4,4,4,3,large,senior,unique,3,large_working,1,0.07387418429489756
shih tzu,3,31,Spotted,Female,5,5,3,5,4,4,3,1,3,2,2,2,large,puppy,mixed,2,small_companion,1,0.11723197668689922
cavalier king charles spaniel,14,17,Black and Tan,Male,5,5,1,5,5,5,3,1,4,3,3,4,medium,senior,dark,2,small_companion,1,0.11561804964437455
great dane,8,23,Tricolor,Male,1,1,1,5,5,5,5,4,5,4,5,5,medium,adult,mixed,0,family_active,1,0.07166068511527701
airedale terrier,14,44,Sable,Male,1,2,2,4,4,4,2,1,4,4,5,5,large,senior,unique,0,family_active,1,0.11990421320075151
belgian malinois,13,54,Brown,Female,1,3,3,5,4,2,2,1,5,2,5,5,large,senior,dark,5,smart_active,1,0.056851380059695145
shetland sheepdog,10,34,Merle,Female,2,3,2,5,5,4,5,1,5,1,4,4,large,senior,unique,5,smart_active,1,0.09560358723404627
beagle,6,51,Red,Female,4,3,1,5,5,5,3,1,1,5,4,4,large,adult,unique,0,family_active,1,0.04668598771775645
weimaraner,3,43,Black and White,Male,1,2,1,5,4,3,4,4,4,2,5,5,large,puppy,mixed,3,large_working,1,0.10893677592658224
lhasa apso,12,11,Black,Female,5,5,4,4,4,3,3,1,3,4,4,3,small,senior,dark,1,independent_character,1,0.1145986381147937
basenji,2,7,Black and Tan,Female,5,4,4,5,5,4,1,5,1,1,5,5,small,puppy,dark,4,outlier_unique,-1,-0.015910031319223084
border collie,5,54,Black and White,Female,2,2,1,5,4,3,3,1,5,2,5,5,large,adult,mixed,5,smart_active,1,0.12980876058686436
cavalier king charles spaniel,5,18,Sable,Female,5,5,1,5,5,5,3,1,4,3,3,4,medium,adult,unique,2,small_companion,1,0.11561804964437455
poodle,2,56,Spotted,Male,5,5,1,5,5,4,1,1,5,2,4,4,large,puppy,mixed,2,small_companion,1,0.09188535307053725
australian shepherd,9,21,Cream,Male,1,2,2,5,4,5,3,1,5,4,5,5,medium,senior,light,0,family_active,1,0.11734127630666924
vizsla,10,36,White,Female,1,3,1,5,5,5,2,1,5,5,5,5,large,senior,light,0,family_active,1,0.0988842615370068
vizsla,12,13,Bicolor,Male,1,3,1,5,5,5,2,1,5,5,5,5,small,senior,mixed,0,family_active,1,0.0988842615370068
rottweiler,13,46,Black,Female,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,dark,3,large_working,1,0.1270094429307097
standard schnauzer,3,44,Tricolor,Female,4,2,2,4,4,3,1,1,3,2,5,5,large,puppy,mixed,5,smart_active,1,0.06975670786733079
shiba inu,6,36,Red,Female,5,4,5,4,3,3,4,1,2,4,4,3,large,adult,unique,1,independent_character,1,0.03866640228556284
lhasa apso,9,30,Red,Male,5,5,4,4,4,3,3,1,3,4,4,3,medium,senior,unique,1,independent_character,1,0.1145986381147937
pug,3,23,Black and Tan,Male,5,5,1,5,4,4,5,1,3,2,3,3,medium,puppy,dark,2,small_companion,1,0.1093041223286344
shiba inu,10,24,Gray,Male,5,4,5,4,3,3,4,1,2,4,4,3,medium,senior,light,1,independent_character,1,0.03866640228556284
dachshund,5,33,Black and White,Female,5,4,3,4,5,3,3,1,2,5,3,3,large,adult,mixed,1,independent_character,1,0.09346636634119565
siberian husky,12,6,Black,Male,2,1,1,5,5,5,3,3,2,5,5,5,small,senior,dark,0,family_active,1,0.05060466007524855
pekingese,10,31,Tan,Female,5,4,3,5,2,2,4,1,3,4,2,2,large,senior,light,1,independent_character,1,0.08882974922564046
labrador retriever,7,56,Brindle,Male,1,3,2,5,5,5,5,3,5,4,5,5,large,adult,mixed,0,family_active,1,0.11542894055049463
pekingese,2,35,Black and Tan,Male,5,4,3,5,2,2,4,1,3,4,2,2,large,puppy,dark,1,independent_character,1,0.08882974922564046
border collie,11,26,Brown,Female,2,2,1,5,4,3,3,1,5,2,5,5,medium,senior,dark,5,smart_active,1,0.12980876058686436
bull terrier,3,57,Black,Male,4,4,2,5,5,4,3,1,5,1,4,5,large,puppy,dark,5,smart_active,1,0.10975066302350012
pomeranian,13,16,Black and White,Female,4,4,1,5,2,2,4,1,4,5,3,2,medium,senior,mixed,1,independent_character,1,0.050059729299895106
cocker spaniel,7,40,Black and Tan,Female,5,3,1,5,3,4,3,1,5,3,4,3,large,adult,dark,2,small_companion,1,0.09819957107015731
poodle,3,39,Tan,Male,5,5,1,5,5,4,1,1,5,2,4,4,large,puppy,light,2,small_companion,1,0.09188535307053725
weimaraner,1,59,Red,Male,1,2,1,5,4,3,4,4,4,2,5,5,large,puppy,unique,3,large_working,1,0.10893677592658224
cocker spaniel,13,5,Merle,Female,5,3,1,5,3,4,3,1,5,3,4,3,small,senior,unique,2,small_companion,1,0.09819957107015731
weimaraner,12,29,Sable,Female,1,2,1,5,4,3,4,4,4,2,5,5,medium,senior,unique,3,large_working,1,0.10893677592658224
poodle,1,51,Tricolor,Male,5,5,1,5,5,4,1,1,5,2,4,4,large,puppy,mixed,2,small_companion,1,0.09188535307053725
great dane,7,37,Red,Female,1,1,1,5,5,5,5,4,5,4,5,5,large,adult,unique,0,family_active,1,0.07166068511527701
siberian husky,10,45,Bicolor,Male,2,1,1,5,5,5,3,3,2,5,5,5,large,senior,mixed,0,family_active,1,0.05060466007524855
border collie,7,9,Brindle,Male,2,2,1,5,4,3,3,1,5,2,5,5,small,adult,mixed,5,smart_active,1,0.12980876058686436
rottweiler,14,34,Blue,Male,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,unique,3,large_working,1,0.1270094429307097
cocker spaniel,3,56,Red,Female,5,3,1,5,3,4,3,1,5,3,4,3,large,puppy,unique,2,small_companion,1,0.09819957107015731
siberian husky,4,59,Brown,Male,2,1,1,5,5,5,3,3,2,5,5,5,large,adult,dark,0,family_active,1,0.05060466007524855
bloodhound,13,57,Bicolor,Male,1,2,2,5,5,5,4,5,3,4,5,5,large,senior,mixed,0,family_active,1,0.08520155191862566
rottweiler,3,23,Merle,Male,2,1,1,5,4,2,4,4,4,4,4,4,medium,puppy,unique,3,large_working,1,0.1270094429307097
papillon,1,57,Tan,Male,5,5,1,5,3,4,2,1,5,2,4,5,large,puppy,light,2,small_companion,1,0.08890602129631608
pug,10,42,Black,Male,5,5,1,5,4,4,5,1,3,2,3,3,large,senior,dark,2,small_companion,1,0.1093041223286344
pekingese,7,44,Black and Tan,Female,5,4,3,5,2,2,4,1,3,4,2,2,large,adult,dark,1,independent_character,1,0.08882974922564046
labrador retriever,2,7,White,Male,1,3,2,5,5,5,5,3,5,4,5,5,small,puppy,light,0,family_active,1,0.11542894055049463
havanese,11,56,Brown,Female,5,5,1,5,4,5,2,1,5,2,3,3,large,senior,dark,2,small_companion,1,0.12281828254349136
australian shepherd,5,38,Red,Female,1,2,2,5,4,5,3,1,5,4,5,5,large,adult,unique,0,family_active,1,0.11734127630666924
dachshund,5,30,Bicolor,Male,5,4,3,4,5,3,3,1,2,5,3,3,medium,adult,mixed,1,independent_character,1,0.09346636634119565
french bulldog,3,32,Black,Male,5,5,1,5,4,4,3,1,4,3,3,2,large,puppy,dark,2,small_companion,1,0.14241912525877787
french bulldog,6,50,Merle,Male,5,5,1,5,4,4,3,1,4,3,3,2,large,adult,unique,2,small_companion,1,0.14241912525877787
pug,11,27,Brown,Female,5,5,1,5,4,4,5,1,3,2,3,3,medium,senior,dark,2,small_companion,1,0.1093041223286344
lhasa apso,3,47,Tan,Male,5,5,4,4,4,3,3,1,3,4,4,3,large,puppy,light,1,independent_character,1,0.1145986381147937
boxer,14,54,Spotted,Female,4,3,1,5,4,3,4,2,4,3,5,5,large,senior,mixed,3,large_working,1,0.13011879791857717
boston terrier,4,11,Bicolor,Female,5,4,3,4,5,5,2,1,4,3,4,4,small,adult,mixed,5,smart_active,1,0.1022841672540743
papillon,3,58,Merle,Male,5,5,1,5,3,4,2,1,5,2,4,5,large,puppy,unique,2,small_companion,1,0.08890602129631608
vizsla,4,34,Brown,Female,1,3,1,5,5,5,2,1,5,5,5,5,large,adult,dark,0,family_active,1,0.0988842615370068
lhasa apso,9,37,Blue,Male,5,5,4,4,4,3,3,1,3,4,4,3,large,senior,unique,1,independent_character,1,0.1145986381147937
doberman pinscher,11,44,Bicolor,Male,3,3,2,5,3,1,4,4,5,1,3,3,large,senior,mixed,3,large_working,1,0.04141680801384029
dogo argentino,3,28,Black,Male,1,1,2,4,2,2,1,3,2,2,4,4,medium,puppy,dark,3,large_working,1,0.0
boxer,5,42,Spotted,Male,4,3,1,5,4,3,4,2,4,3,5,5,large,adult,mixed,3,large_working,1,0.13011879791857717
airedale terrier,8,15,Brown,Male,1,2,2,4,4,4,2,1,4,4,5,5,small,adult,dark,0,family_active,1,0.11990421320075151
australian shepherd,11,14,Gray,Male,1,2,2,5,4,5,3,1,5,4,5,5,small,senior,light,0,family_active,1,0.11734127630666924
bloodhound,14,6,Gray,Female,1,2,2,5,5,5,4,5,3,4,5,5,small,senior,light,0,family_active,1,0.08520155191862566
chihuahua,4,5,Sable,Male,5,4,1,5,5,2,2,1,4,3,3,1,small,adult,unique,2,small_companion,1,0.04033536595833154
chesapeake bay retriever,14,8,Spotted,Male,1,1,2,5,3,1,5,3,3,3,5,5,small,senior,mixed,3,large_working,1,0.041604479924655324
bulldog,4,30,Tricolor,Male,5,4,3,5,4,2,3,5,3,4,2,3,medium,adult,mixed,1,independent_character,1,0.08167644158922482
pug,11,45,Tricolor,Male,5,5,1,5,4,4,5,1,3,2,3,3,large,senior,mixed,2,small_companion,1,0.1093041223286344
weimaraner,4,17,Black and Tan,Male,1,2,1,5,4,3,4,4,4,2,5,5,medium,adult,dark,3,large_working,1,0.10893677592658224
rottweiler,7,8,Spotted,Male,2,1,1,5,4,2,4,4,4,4,4,4,small,adult,mixed,3,large_working,1,0.1270094429307097
havanese,3,39,Black,Male,5,5,1,5,4,5,2,1,5,2,3,3,large,puppy,dark,2,small_companion,1,0.12281828254349136
bichon frise,6,32,Brindle,Male,5,5,1,5,4,4,2,1,5,2,5,3,large,adult,mixed,2,small_companion,1,0.15944015389041594
irish setter,9,54,Sable,Male,1,3,2,5,5,5,4,2,4,4,5,5,large,senior,unique,0,family_active,1,0.13291247026930442
rottweiler,8,6,Black and White,Female,2,1,1,5,4,2,4,4,4,4,4,4,small,adult,mixed,3,large_working,1,0.1270094429307097
pomeranian,12,13,Black,Female,4,4,1,5,2,2,4,1,4,5,3,2,small,senior,dark,1,independent_character,1,0.050059729299895106
akita,4,43,Spotted,Male,2,2,1,5,1,1,5,5,2,5,4,4,large,adult,mixed,3,large_working,-1,-0.00886127305314277
cavalier king charles spaniel,4,38,Blue,Female,5,5,1,5,5,5,3,1,4,3,3,4,large,adult,unique,2,small_companion,1,0.11561804964437455
pug,8,48,White,Male,5,5,1,5,4,4,5,1,3,2,3,3,large,adult,light,2,small_companion,1,0.1093041223286344
bichon frise,12,36,Bicolor,Male,5,5,1,5,4,4,2,1,5,2,5,3,large,senior,mixed,2,small_companion,1,0.15944015389041594
jack russell terrier,3,34,Blue,Male,3,2,3,5,4,5,3,1,4,4,5,5,large,puppy,unique,0,family_active,1,0.09907175259749268
jack russell terrier,3,53,Black,Female,3,2,3,5,4,5,3,1,4,4,5,5,large,puppy,dark,0,family_active,1,0.09907175259749268
whippet,1,50,Brown,Female,5,3,2,5,5,4,2,1,4,1,5,5,large,puppy,dark,5,smart_active,1,0.10558414949628958
pembroke welsh corgi,8,18,Brindle,Female,4,4,3,5,4,3,5,1,5,2,4,4,medium,adult,mixed,5,smart_active,1,0.11917582392484138
havanese,11,19,Tan,Male,5,5,1,5,4,5,2,1,5,2,3,3,medium,senior,light,2,small_companion,1,0.12281828254349136
chihuahua,14,33,Tricolor,Female,5,4,1,5,5,2,2,1,4,3,3,1,large,senior,mixed,2,small_companion,1,0.04033536595833154
bull terrier,12,21,Blue,Female,4,4,2,5,5,4,3,1,5,1,4,5,medium,senior,unique,5,smart_active,1,0.10975066302350012
cavalier king charles spaniel,1,40,Merle,Female,5,5,1,5,5,5,3,1,4,3,3,4,large,puppy,unique,2,small_companion,1,0.11561804964437455
border collie,10,29,Spotted,Female,2,2,1,5,4,3,3,1,5,2,5,5,medium,senior,mixed,5,smart_active,1,0.12980876058686436
akita,6,50,Black and White,Male,2,2,1,5,1,1,5,5,2,5,4,4,large,adult,mixed,3,large_working,-1,-0.00886127305314277
doberman pinscher,5,11,Sable,Female,3,3,2,5,3,1,4,4,5,1,3,3,small,adult,unique,3,large_working,1,0.04141680801384029
saint bernard,9,23,Red,Female,3,2,1,5,5,5,4,5,2,1,3,2,medium,senior,unique,3,large_working,1,0.010965258266183886
rottweiler,7,38,Blue,Female,2,1,1,5,4,2,4,4,4,4,4,4,large,adult,unique,3,large_working,1,0.1270094429307097
samoyed,5,13,Cream,Female,2,2,2,5,5,5,5,2,3,3,5,5,small,adult,light,0,family_active,1,0.10307336763685271
lhasa apso,12,19,Gray,Male,5,5,4,4,4,3,3,1,3,4,4,3,medium,senior,light,1,independent_character,1,0.1145986381147937
vizsla,2,23,Gray,Male,1,3,1,5,5,5,2,1,5,5,5,5,medium,puppy,light,0,family_active,1,0.0988842615370068
bulldog,7,46,Black and Tan,Female,5,4,3,5,4,2,3,5,3,4,2,3,large,adult,dark,1,independent_character,1,0.08167644158922482
dogo argentino,13,44,Bicolor,Male,1,1,2,4,2,2,1,3,2,2,4,4,large,senior,mixed,3,large_working,1,0.0
shih tzu,6,29,Red,Female,5,5,3,5,4,4,3,1,3,2,2,2,medium,adult,unique,2,small_companion,1,0.11723197668689922
vizsla,9,17,Black and White,Male,1,3,1,5,5,5,2,1,5,5,5,5,medium,senior,mixed,0,family_active,1,0.0988842615370068
cocker spaniel,11,14,Spotted,Male,5,3,1,5,3,4,3,1,5,3,4,3,small,senior,mixed,2,small_companion,1,0.09819957107015731
alaskan malamute,8,53,Red,Female,1,1,1,4,3,2,5,1,4,5,5,5,large,adult,unique,3,large_working,1,0.05178362947380133
yorkshire terrier,14,38,Gray,Female,5,4,2,4,2,3,2,1,3,3,5,4,large,senior,light,1,independent_character,1,0.08596830702228297
shiba inu,5,54,Tan,Female,5,4,5,4,3,3,4,1,2,4,4,3,large,adult,light,1,independent_character,1,0.03866640228556284
doberman pinscher,3,38,Spotted,Female,3,3,2,5,3,1,4,4,5,1,3,3,large,puppy,mixed,3,large_working,1,0.04141680801384029
poodle,13,55,Merle,Male,5,5,1,5,5,4,1,1,5,2,4,4,large,senior,unique,2,small_companion,1,0.09188535307053725
weimaraner,12,29,Merle,Female,1,2,1,5,4,3,4,4,4,2,5,5,medium,senior,unique,3,large_working,1,0.10893677592658224
german shepherd dog,3,20,Gray,Female,3,2,2,5,5,2,5,1,5,4,5,5,medium,puppy,light,3,large_working,1,0.08877452506852401
